eval_name,template_path,case_id,criterion,model_label,provider,model,pass,reason,duration_ms
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'pass' field is false — the step uses forEach with a numeric array instead of repeat: 5","claude/opus","claude","opus",true,"The output's 'pass' field is explicitly set to false, and the feedback message clearly states that forEach is used with a numeric array [""1"",""2"",""3"",""4"",""5""] instead of repeat: 5, which matches the criterion exactly.",13775
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'feedback' field mentions repeat or forEach and requires the step be converted to repeat: 5","claude/opus","claude","opus",true,"The feedback field explicitly mentions both ""repeat"" and ""forEach"", states the step uses ""forEach with a sequential numeric array"", and requires converting it to ""repeat: 5"" — directly satisfying the criterion.",13775
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","Output is valid JSON with 'pass' and 'feedback' fields","claude/opus","claude","opus",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a string explaining the violation).",15886
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The first character of the output is '{'","claude/opus","claude","opus",true,"The output begins with the character '{', which is the opening brace of the JSON object.",15886
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'pass' field is false — prompt fields contain hardcoded absolute file paths","claude/opus","claude","opus",true,"The output's 'pass' field is explicitly set to false, and the feedback confirms hardcoded absolute paths like '/home/user/project/src/auth/login.ts' appear in prompt fields rather than being declared in vars.",15886
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'feedback' field mentions hardcoded paths or the missing vars block","claude/opus","claude","opus",true,"The feedback field explicitly mentions both hardcoded absolute file paths ('/home/user/project/src/auth/login.ts' and '/home/user/project/src/auth/session.ts') and the missing vars block (""the 'vars' object is empty""), satisfying the criterion fully.",15886
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","Output is valid JSON with 'pass' and 'feedback' fields","claude/opus","claude","opus",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the evaluation result).",54777
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The first character of the output is '{'","claude/opus","claude","opus",true,"The output string begins with the character '{', which is the opening brace of the JSON object.",54777
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'pass' field is true — the forEach step with nested steps satisfies the verification requirement","claude/opus","claude","opus",false,"The output's 'pass' field is explicitly set to false, meaning the criterion requiring pass=true is not satisfied.",54777
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'feedback' field is an empty string","claude/opus","claude","opus",false,"The 'feedback' field contains a detailed multi-sentence explanation about vars hygiene violations, not an empty string.",54777
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","Output is valid JSON with 'pass' and 'feedback' fields","claude/opus","claude","opus",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",20681
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The first character of the output is '{'","claude/opus","claude","opus",true,"The output begins with '{' as its first character, which is the opening brace of the JSON object.",20681
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'pass' field is true — a forEach with nested steps is a valid loop container, not an atomicity violation","claude/opus","claude","opus",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the 'pass' field is true.",20681
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'feedback' field is an empty string","claude/opus","claude","opus",true,"The 'feedback' field in the output is an empty string """".",20681
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","Output is valid JSON with 'pass' and 'feedback' fields","claude/sonnet","claude","sonnet",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",4111
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The first character of the output is '{'","claude/sonnet","claude","sonnet",true,"The output string starts with '{' as its very first character.",4111
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'pass' field is true — workflow has verification steps, uses vars, and has atomic steps","claude/sonnet","claude","sonnet",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the pass field is true.",4111
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'feedback' field is an empty string","claude/sonnet","claude","sonnet",true,"The 'feedback' field in the output is an empty string """".",4111
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","Output is valid JSON with 'pass' and 'feedback' fields","claude/sonnet","claude","sonnet",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the failure).",4201
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The first character of the output is '{'","claude/sonnet","claude","sonnet",true,"The output begins with '{' as its first character, which is the opening brace of the JSON object.",4201
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The 'pass' field is false — no lint, test, or build step is present","claude/sonnet","claude","sonnet",true,"The output explicitly sets ""pass"" to false and cites the absence of a lint, test, or build step as the reason, which directly satisfies the criterion.",4201
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The 'feedback' field contains at least one of the words 'lint', 'test', or 'build'","claude/sonnet","claude","sonnet",true,"The feedback field contains all three words 'lint', 'test', and 'build' in the sentence ""Add at least one `type: \""script\""` step (e.g., `command: \""npm test\""` or `command: \""npm run build\""`) after the refactoring steps to verify the changes compile and tests still pass.""",4201
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","Output is valid JSON with 'pass' and 'feedback' fields","claude/sonnet","claude","sonnet",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (string with explanation).",12314
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The first character of the output is '{'","claude/sonnet","claude","sonnet",true,"The output begins with the character '{' as the very first character of the string.",12314
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'pass' field is false — the step uses forEach with a numeric array instead of repeat: 5","claude/sonnet","claude","sonnet",true,"The output's 'pass' field is explicitly false, and the feedback specifically identifies the step using `forEach: [""1"",""2"",""3"",""4"",""5""]` (a numeric array) instead of `repeat: 5`, satisfying both parts of the criterion.",12314
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'feedback' field mentions repeat or forEach and requires the step be converted to repeat: 5","claude/sonnet","claude","sonnet",true,"The feedback explicitly mentions both 'repeat' and 'forEach', identifies the misuse of `forEach: [""1"",""2"",""3"",""4"",""5""]`, and requires converting the step to `repeat: 5`.",12314
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","Output is valid JSON with 'pass' and 'feedback' fields","claude/sonnet","claude","sonnet",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the issue).",5611
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The first character of the output is '{'","claude/sonnet","claude","sonnet",true,"The output starts with '{', which is the first character of the JSON object {""pass"": false, ""feedback"": ""...""}.",5611
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'pass' field is false — prompt fields contain hardcoded absolute file paths","claude/sonnet","claude","sonnet",true,"The output's 'pass' field is explicitly set to false, satisfying the criterion that requires it to be false due to hardcoded absolute file paths in prompt fields.",5611
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'feedback' field mentions hardcoded paths or the missing vars block","claude/sonnet","claude","sonnet",true,"The feedback field explicitly mentions hardcoded paths (/home/user/project/src/auth/login.ts, /home/user/project/src/auth/session.ts) and the missing vars block by instructing that these paths must be moved to `vars`.",5611
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","Output is valid JSON with 'pass' and 'feedback' fields","claude/sonnet","claude","sonnet",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",2873
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The first character of the output is '{'","claude/sonnet","claude","sonnet",true,"The output begins with '{' as its first character, immediately starting the JSON object.",2873
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'pass' field is true — the forEach step with nested steps satisfies the verification requirement","claude/sonnet","claude","sonnet",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the 'pass' field is true.",2873
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'feedback' field is an empty string","claude/sonnet","claude","sonnet",true,"The 'feedback' field in the output is an empty string """".",2873
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","Output is valid JSON with 'pass' and 'feedback' fields","claude/sonnet","claude","sonnet",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",3583
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The first character of the output is '{'","claude/sonnet","claude","sonnet",true,"The output string begins with the character '{' as its very first character.",3583
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'pass' field is true — a forEach with nested steps is a valid loop container, not an atomicity violation","claude/sonnet","claude","sonnet",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the 'pass' field is true.",3583
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'feedback' field is an empty string","claude/sonnet","claude","sonnet",true,"The 'feedback' field in the output is an empty string ("""").",3583
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","Output is valid JSON with 'pass' and 'feedback' fields","claude/haiku","claude","haiku",true,"The output is valid JSON containing both required fields: 'pass' (boolean true) and 'feedback' (empty string).",12083
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The first character of the output is '{'","claude/haiku","claude","haiku",false,"The output starts with a markdown code fence ""```json"" before the JSON object, so the first character is a backtick (`) not '{'.",12083
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'pass' field is true — workflow has verification steps, uses vars, and has atomic steps","claude/haiku","claude","haiku",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the 'pass' field is true.",12083
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'feedback' field is an empty string","claude/haiku","claude","haiku",true,"The 'feedback' field in the output is exactly an empty string """".",12083
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","Output is valid JSON with 'pass' and 'feedback' fields","claude/haiku","claude","haiku",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a string explaining the failure reason).",15941
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The first character of the output is '{'","claude/haiku","claude","haiku",false,"The output starts with a markdown code fence (```json) rather than '{', so the first character is a backtick, not the opening brace of the JSON object.",15941
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The 'pass' field is false — no lint, test, or build step is present","claude/haiku","claude","haiku",true,"The output's 'pass' field is explicitly set to false, satisfying the criterion that requires pass to be false when no lint, test, or build step is present.",15941
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The 'feedback' field contains at least one of the words 'lint', 'test', or 'build'","claude/haiku","claude","haiku",true,"The 'feedback' field contains the word 'tests' in the phrase ""running tests (e.g., `npm test`)"", which satisfies the criterion requiring at least one of 'lint', 'test', or 'build'.",15941
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","Output is valid JSON with 'pass' and 'feedback' fields","claude/haiku","claude","haiku",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the failure reason).",12369
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The first character of the output is '{'","claude/haiku","claude","haiku",false,"The output begins with a markdown code fence (```json), so the first character is a backtick, not '{'.",12369
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'pass' field is false — the step uses forEach with a numeric array instead of repeat: 5","claude/haiku","claude","haiku",true,"The output's 'pass' field is explicitly set to false, and the feedback specifically identifies that the step uses forEach with a numeric array [""1"",""2"",""3"",""4"",""5""] instead of repeat: 5.",12369
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'feedback' field mentions repeat or forEach and requires the step be converted to repeat: 5","claude/haiku","claude","haiku",true,"The feedback field explicitly mentions both repeat and forEach, and requires converting the step from `forEach: [""1"", ""2"", ""3"", ""4"", ""5""]` to `repeat: 5`, fully satisfying the criterion.",12369
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","Output is valid JSON with 'pass' and 'feedback' fields","claude/haiku","claude","haiku",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the failure reason).",12734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The first character of the output is '{'","claude/haiku","claude","haiku",false,"The output starts with a markdown code fence (```json), so the first character is a backtick '`', not '{'.",12734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'pass' field is false — prompt fields contain hardcoded absolute file paths","claude/haiku","claude","haiku",true,"The output's 'pass' field is explicitly false, and the feedback confirms hardcoded absolute file paths (/home/user/project/src/auth/login.ts, /home/user/project/src/auth/session.ts) appear directly in prompt fields rather than as vars references.",12734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'feedback' field mentions hardcoded paths or the missing vars block","claude/haiku","claude","haiku",true,"The feedback field explicitly mentions hardcoded paths (/home/user/project/src/auth/login.ts and /home/user/project/src/auth/session.ts) and states they must be declared as variables in the vars section, satisfying both parts of the criterion.",12734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","Output is valid JSON with 'pass' and 'feedback' fields","claude/haiku","claude","haiku",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",45585
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The first character of the output is '{'","claude/haiku","claude","haiku",false,"The output starts with a markdown code fence (```json), so the first character is a backtick (`), not '{'.",45585
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'pass' field is true — the forEach step with nested steps satisfies the verification requirement","claude/haiku","claude","haiku",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the 'pass' field is true.",45585
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'feedback' field is an empty string","claude/haiku","claude","haiku",true,"The 'feedback' field in the output is set to an empty string """".",45585
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","Output is valid JSON with 'pass' and 'feedback' fields","claude/haiku","claude","haiku",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",57734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The first character of the output is '{'","claude/haiku","claude","haiku",false,"The output starts with a markdown code fence (```json), so the first character is a backtick '`', not '{'.",57734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'pass' field is true — a forEach with nested steps is a valid loop container, not an atomicity violation","claude/haiku","claude","haiku",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the 'pass' field is true.",57734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'feedback' field is an empty string","claude/haiku","claude","haiku",true,"The 'feedback' field in the output is explicitly set to an empty string """".",57734
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","Output is valid JSON with 'pass' and 'feedback' fields","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",10969
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The first character of the output is '{'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output begins with a markdown code fence (```json) followed by a newline, not with the '{' character directly.",10969
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'pass' field is true — workflow has verification steps, uses vars, and has atomic steps","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output's 'pass' field is explicitly set to true, which is the criterion being evaluated.",10969
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'feedback' field is an empty string","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The 'feedback' field in the output is an empty string ("""").",10969
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","Output is valid JSON with 'pass' and 'feedback' fields","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",6375
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The first character of the output is '{'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output begins with a markdown code fence (```json\n) rather than the character '{', so the first character is '`', not '{'.",6375
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The 'pass' field is false — no lint, test, or build step is present","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output has 'pass' set to true, but the criterion requires 'pass' to be false.",6375
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","missing-verification","The 'feedback' field contains at least one of the words 'lint', 'test', or 'build'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The 'feedback' field is an empty string and contains none of the required words 'lint', 'test', or 'build'.",6375
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","Output is valid JSON with 'pass' and 'feedback' fields","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the issue).",13234
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The first character of the output is '{'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output begins with a markdown code fence (```json), so the literal first character is a backtick '`', not '{'.",13234
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'pass' field is false — the step uses forEach with a numeric array instead of repeat: 5","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output has ""pass"": false and the feedback explicitly states the step uses forEach with a numeric array instead of repeat: 5, which matches the criterion exactly.",13234
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","repeat-misuse","The 'feedback' field mentions repeat or forEach and requires the step be converted to repeat: 5","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The feedback field explicitly mentions both 'forEach' and 'repeat' and directly instructs converting the step from 'forEach' to 'repeat: 5'.",13234
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","Output is valid JSON with 'pass' and 'feedback' fields","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the failure reason).",7411
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The first character of the output is '{'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output starts with a markdown code fence (```json) rather than '{', so the first character is a backtick, not '{'.",7411
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'pass' field is false — prompt fields contain hardcoded absolute file paths","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The criterion requires that the 'pass' field is false AND that prompt fields contain hardcoded absolute file paths, but the feedback only mentions a missing lint/build step — there is no mention of hardcoded absolute file paths in prompt fields.",7411
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","hardcoded-paths","The 'feedback' field mentions hardcoded paths or the missing vars block","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The feedback field mentions a missing lint/build step and verification gate, but makes no mention of hardcoded paths or a missing vars block.",7411
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","Output is valid JSON with 'pass' and 'feedback' fields","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output is valid JSON containing both required fields: ""pass"" (boolean false) and ""feedback"" (a non-empty string explaining the evaluation result).",10949
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The first character of the output is '{'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output begins with a markdown code fence (```json) followed by a newline, so the first character is a backtick, not '{'.",10949
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'pass' field is true — the forEach step with nested steps satisfies the verification requirement","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output's 'pass' field is explicitly set to false, which directly contradicts the criterion requiring it to be true.",10949
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-valid","The 'feedback' field is an empty string","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The 'feedback' field contains a non-empty string: ""The workflow does not contain any repeat or forEach steps to handle multiple packages...""",10949
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","Output is valid JSON with 'pass' and 'feedback' fields","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output is valid JSON containing both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",6031
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The first character of the output is '{'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output starts with a markdown code fence (```json) so the first character is a backtick '`', not '{'.",6031
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'pass' field is true — a forEach with nested steps is a valid loop container, not an atomicity violation","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output contains `""pass"": true`, which directly satisfies the criterion that the 'pass' field is true.",6031
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","nested-steps-not-atomicity-violation","The 'feedback' field is an empty string","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The 'feedback' field in the output is explicitly set to an empty string """".",6031
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","Output is valid JSON with 'pass' and 'feedback' fields","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",true,"The output contains valid JSON with both required fields: ""pass"" (boolean true) and ""feedback"" (empty string).",25048
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The first character of the output is '{'","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",false,"The output begins with a markdown code fence (```json\n) followed by a newline before the '{' character, so the first character is a backtick, not '{'.",25048
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'pass' field is true — workflow has verification steps, uses vars, and has atomic steps","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",true,"The output's 'pass' field is explicitly set to true, directly satisfying the criterion that requires it to be true.",25048
"plan-judge","/Users/coston/code/executant/src/prompts/plan-judge.txt","valid-workflow","The 'feedback' field is an empty string","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",true,"The 'feedback' field in the output is an empty string """".",25048
