eval_name,template_path,case_id,criterion,model_label,provider,model,pass,reason,duration_ms
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response mentions writing failing tests before implementing at least one slice, or references tests-first explicitly","claude/opus","claude","opus",true,"The response explicitly labels its slicing strategy as ""riskiest first, each test-first, each one shippable + committable,"" directly referencing a tests-first approach for every slice.",86593
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response identifies at least one risk or unknown — e.g., S3 credentials setup, multipart parsing library, image processing library availability, or file size limit enforcement","claude/opus","claude","opus",true,"The output explicitly identifies multiple risks and unknowns, including S3 credentials/storage setup (""S3 SDK behind a small interface so tests use a mock/in-memory impl; real S3 only in integration""), multipart parsing library needs (""body-parser config, existing file-size guards, MIME validation approach""), image processing library (sharp for thumbnail transformation), and file size limit enforcement (""enforce JPEG/PNG by magic bytes and ≤5MB"").",86593
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does NOT immediately decompose into implementation slices — it recognizes this is an ambiguous bug report, not a well-scoped implementation task","claude/opus","claude","opus",true,"The response leads with codebase investigation and an explicit recognition that the bug report is ambiguous (no payment code exists), identifies three distinct possible interpretations of the request, and states it won't proceed without clarification — implementation slices only appear later under an explicitly hypothetical ""If there *were* a real payment bug"" heading, not as an immediate decomposition of the task.",69325
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response explicitly states at least one assumption about what 'payment processing bug' refers to — naming a failure mode, symptom, error message, or affected component","claude/opus","claude","opus",false,"The response lists three meta-level assumptions about the nature of the request (wrong repo, build vs fix, hypothetical/eval-driven) but never states an assumption naming a specific failure mode, symptom, error message, or affected component as what the 'payment processing bug' itself refers to; the failure modes mentioned (declines, double-charge, currency rounding) appear only as things to harden after a fix, not as assumed bug identities.",69325
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response describes what investigation or clarification is needed first, before any code is written","claude/opus","claude","opus",true,"The output explicitly states it searched the codebase first before writing any code, describes what investigation revealed (no payment code exists), explains what clarification is needed (correct repo/directory, failure signal, stack trace), and outlines what it would inspect before fixing (entry points, idempotency keys, error handling) — all before writing a single line of code.",69325
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does not write any code or propose a specific fix without first clarifying what the bug is","claude/opus","claude","opus",true,"The response writes no code and proposes no specific fix at any point; instead it first investigates the codebase, finds no payment code exists, and explicitly requests clarification on where the actual target code is before proceeding.",69325
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response explicitly states that a failing test will be written before the cache implementation — using language like 'write a failing test first', 'start with the test', or 'test first'","claude/sonnet","claude","sonnet",false,"The response uses ""tests first"" as a label for Slice 1 and orders tests before implementation, but never explicitly states that the tests will be written as *failing* tests before the implementation exists — it omits the critical TDD element that the tests are expected to fail until the implementation is written.",79186
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response identifies at least one specific test case to write before implementing — e.g., a cache hit should not call the database, or TTL eviction should return a fresh result after expiry","claude/sonnet","claude","sonnet",true,"The output explicitly lists multiple specific test cases including ""cache hit returns cached value without calling db"" and ""TTL expiry evicts the entry and re-fetches"", which directly satisfy the criterion's examples of cache hit not calling the database and TTL eviction returning fresh results.",79186
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response does NOT describe writing the implementation first and tests afterward","claude/sonnet","claude","sonnet",true,"The response explicitly proposes tests first (Slice 1) and implementation second (Slice 2), never describing implementation-before-tests order.",79186
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response names at least two of the four verification steps: lint, typecheck, test, build","claude/sonnet","claude","sonnet",true,"The verification section explicitly names three of the four steps: ""lint + typecheck + test"" are all mentioned in the phrase ""npm test (lint + typecheck + test via the project's existing npm test command)"".",79186
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response names all four verification steps — lint, typecheck, test, and build — either individually or as an explicit sequence","claude/sonnet","claude","sonnet",true,"The output explicitly lists all four verification steps in order: ""lint → typecheck → test → build"" in step 4 of the slice plan.",21078
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response explicitly states the verification sequence runs AFTER the refactor is complete, not just at end of a larger project","claude/sonnet","claude","sonnet",true,"The response explicitly states ""Run `lint → typecheck → test → build` after each slice"" — verification is tied to completion of each refactor unit, not deferred to the end of a larger project.",21078
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response identifies the refactor as behavior-preserving and notes that existing tests should pass unchanged without modification","claude/sonnet","claude","sonnet",true,"The output explicitly states ""behavior must be provably unchanged, not just inspected"" and ""The test suite must pass identically before and after,"" directly satisfying the criterion that the refactor is behavior-preserving and existing tests should pass without modification.",21078
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response does NOT propose deleting or rewriting existing tests — the existing test suite is the primary correctness signal for a refactor","claude/sonnet","claude","sonnet",true,"The output explicitly states ""The test suite must pass identically before and after — behavior must be provably unchanged"" and does not propose deleting or rewriting any existing tests; it treats the existing test suite as the correctness signal for the refactor.",21078
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response identifies at least 4 distinct implementation slices — e.g., upload endpoint, file validation, S3 storage, database persistence, thumbnail generation, authentication middleware","claude/sonnet","claude","sonnet",true,"The output explicitly lists 5 ordered implementation slices: schema/DB migration, S3 upload utility, image resize utility, upload route (combining endpoint + auth + validation), and integration test — covering upload endpoint, file validation, S3 storage, database persistence, thumbnail generation, and authentication middleware.",25292
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response orders slices by dependency — storage and validation are mentioned before thumbnail generation; authentication before the endpoint is callable","claude/sonnet","claude","sonnet",false,"Validation (multer/file-type/size checking) appears in slice 4 (the upload route), which comes after slice 3 (thumbnail generation), not before it; and authentication is not an independently ordered slice preceding the endpoint — it is embedded as a dependency within slice 4 rather than appearing as its own prior step.",25292
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response mentions writing failing tests before implementing at least one slice, or references tests-first explicitly","claude/sonnet","claude","sonnet",false,"The response lists tests under a ""Verification plan"" section that comes after all implementation slices, framing them as post-implementation verification steps rather than mentioning writing failing tests before implementation or referencing a tests-first/TDD approach for any slice.",25292
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response identifies at least one risk or unknown — e.g., S3 credentials setup, multipart parsing library, image processing library availability, or file size limit enforcement","claude/sonnet","claude","sonnet",true,"The output explicitly identifies multiple risks and unknowns including S3 credentials/bucket/region configuration, multipart parsing library (multer), image processing library (sharp), file size limit enforcement, auth mechanism, database schema, and HTTP framework — all clearly listed under ""What's unclear"" and ""Assumptions I'd state explicitly before starting"".",25292
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does NOT immediately decompose into implementation slices — it recognizes this is an ambiguous bug report, not a well-scoped implementation task","claude/sonnet","claude","sonnet",true,"The response explicitly refuses to decompose into implementation slices, instead identifying that no payment processing code exists in the repository and asking three specific clarifying questions before proceeding.",10781
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response explicitly states at least one assumption about what 'payment processing bug' refers to — naming a failure mode, symptom, error message, or affected component","claude/sonnet","claude","sonnet",false,"The response declines to make any assumption about what the bug is, and the only ""assumption"" it lists is about repository location (""different repository, a planned feature not yet implemented, or a test"") — it names no failure mode, symptom, error message, or affected component of a payment processing system.",10781
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response describes what investigation or clarification is needed first, before any code is written","claude/sonnet","claude","sonnet",true,"The output explicitly lists three numbered clarification questions (which file/module, what specific bug, which repo/branch) and states it will not write any code until those are answered, directly satisfying the criterion of describing what clarification is needed before any code is written.",10781
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does not write any code or propose a specific fix without first clarifying what the bug is","claude/sonnet","claude","sonnet",true,"The output explicitly refuses to write any code or propose a fix, instead asking three clarifying questions about which file contains the payment code, what the specific bug is, and whether this is the correct repository.",10781
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response explicitly states that a failing test will be written before the cache implementation — using language like 'write a failing test first', 'start with the test', or 'test first'","claude/haiku","claude","haiku",false,"The response uses ""[Test + Impl]"" notation to bundle tests with implementation steps, but never explicitly states a failing test will be written before the implementation — it lacks any language like 'write a failing test first', 'start with the test', or 'test first'.",18821
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response identifies at least one specific test case to write before implementing — e.g., a cache hit should not call the database, or TTL eviction should return a fresh result after expiry","claude/haiku","claude","haiku",false,"The response lists test categories under a ""Verification"" section framed as post-implementation checks (e.g., ""verify cached calls skip DB""), and uses ""[Test + Impl]"" notation implying simultaneous rather than test-first writing; no test case is explicitly identified as something to write before the implementation begins.",18821
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response does NOT describe writing the implementation first and tests afterward","claude/haiku","claude","haiku",true,"The response labels each slice as ""[Test + Impl]"" and ""[Test + Verify]"", indicating tests are paired with or precede implementation rather than describing an implementation-first-then-tests sequence.",18821
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response names at least two of the four verification steps: lint, typecheck, test, build","claude/haiku","claude","haiku",false,"The output only mentions ""tests"" (unit tests and performance tests) as a verification step, but does not name lint, typecheck, or build — only one of the four required steps is present, not at least two.",18821
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response names all four verification steps — lint, typecheck, test, and build — either individually or as an explicit sequence","claude/haiku","claude","haiku",true,"The output explicitly lists all four verification steps in the ""Verification"" section under the ""Slices"" heading: ""Lint → typecheck → test → build"" as an explicit sequence.",24751
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response explicitly states the verification sequence runs AFTER the refactor is complete, not just at end of a larger project","claude/haiku","claude","haiku",false,"The output lists ""Verification"" as a final step after the refactor (Slice 3), but does not explicitly state that the verification sequence runs *after* the refactor is complete — it also lists verification steps as part of Slice 1 (failing tests) and implies tests run throughout; the ""Lint → typecheck → test → build"" sequence appears as a single bullet under ""Verification"" without clarifying it executes specifically post-refactor.",24751
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response identifies the refactor as behavior-preserving and notes that existing tests should pass unchanged without modification","claude/haiku","claude","haiku",true,"The output explicitly states the refactor is behavior-preserving (""tests still pass"" after refactoring, ""no behavior change"") and notes that existing tests should pass unchanged (""Slice 3: Refactor promise chains to async/await (tests still pass)"").",24751
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response does NOT propose deleting or rewriting existing tests — the existing test suite is the primary correctness signal for a refactor","claude/haiku","claude","haiku",true,"The output explicitly states the tests should pass before and after refactoring with ""no behavior change,"" and proposes writing new tests first (Slice 1) then implementing, with no mention of deleting or rewriting existing tests.",24751
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response identifies at least 4 distinct implementation slices — e.g., upload endpoint, file validation, S3 storage, database persistence, thumbnail generation, authentication middleware","claude/haiku","claude","haiku",true,"The ""Proposed Slice Breakdown"" section lists 7 distinct implementation slices including upload endpoint, image resizing (thumbnail generation), S3 storage, database update, test infrastructure, error handling, and verification — well exceeding the minimum of 4 required slices.",13715
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response orders slices by dependency — storage and validation are mentioned before thumbnail generation; authentication before the endpoint is callable","claude/haiku","claude","haiku",false,"S3 storage (slice 4) is ordered after image resizing/thumbnail generation (slice 3), violating the dependency requirement that storage be established before thumbnail generation; additionally, authentication is not a separate prerequisite slice — it is folded into the upload endpoint step (slice 2) rather than preceding it as a callable dependency.",13715
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response mentions writing failing tests before implementing at least one slice, or references tests-first explicitly","claude/haiku","claude","haiku",true,"The ""Proposed Slice Breakdown"" lists ""Write failing tests for upload, resize, S3 storage, DB update"" as step 1, explicitly before any implementation slices.",13715
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response identifies at least one risk or unknown — e.g., S3 credentials setup, multipart parsing library, image processing library availability, or file size limit enforcement","claude/haiku","claude","haiku",true,"The output explicitly identifies multiple risks and unknowns including S3 credentials/configuration (""Are AWS credentials already configured?""), image processing library availability (""Any preference for image resizing (Sharp, ImageMagick)?""), multipart parsing/upload mechanism (""Should this be a form upload (multipart/form-data) or separate presigned upload flow?""), and file size limit enforcement (""Validating file type/size on both client and server"").",13715
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does NOT immediately decompose into implementation slices — it recognizes this is an ambiguous bug report, not a well-scoped implementation task","claude/haiku","claude","haiku",true,"The response leads with recognition of ambiguity — noting the codebase has no payment code and asking three explicit clarifying questions — before presenting any implementation steps, and those steps are explicitly framed as hypothetical (""if this were a real bug""), not as an immediate execution plan.",11131
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response explicitly states at least one assumption about what 'payment processing bug' refers to — naming a failure mode, symptom, error message, or affected component","claude/haiku","claude","haiku",false,"The response only asks clarifying questions about what the payment bug might be (listing checkout, subscription renewal, refunds as possibilities) without explicitly stating any assumption — it never commits to ""I'm assuming this refers to X"" or treats any specific failure mode as a working hypothesis.",11131
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response describes what investigation or clarification is needed first, before any code is written","claude/haiku","claude","haiku",true,"The output explicitly asks three clarifying questions before writing any code, outlines an investigation approach conditional on receiving answers, and makes no attempt to write or modify code until the ambiguity is resolved.",11131
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does not write any code or propose a specific fix without first clarifying what the bug is","claude/haiku","claude","haiku",true,"The output asks multiple clarifying questions about what the bug actually is before proposing any fix or writing any code, and only outlines a general approach as a hypothetical.",11131
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response explicitly states that a failing test will be written before the cache implementation — using language like 'write a failing test first', 'start with the test', or 'test first'","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output describes writing unit tests as a verification step after implementation, but never explicitly states that a failing test should be written before the cache implementation — there is no ""test first"", ""write a failing test first"", or TDD-style language anywhere in the response.",28072
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response identifies at least one specific test case to write before implementing — e.g., a cache hit should not call the database, or TTL eviction should return a fresh result after expiry","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The response lists test scenarios in a ""Verification"" section (e.g., ""The cache entries are evicted after the TTL expires""), but frames them as post-implementation verification steps rather than specific test cases to write before implementing; the Next Steps section explicitly places ""Implement the Cache Wrapper Function"" first, and no test case is stated with a concrete behavioral assertion like ""a cache hit should not invoke db.findUserById.""",28072
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response does NOT describe writing the implementation first and tests afterward","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The response explicitly sequences implementation before tests: in ""Steps to Break Down the Task"" testing is step 8 (after steps 1–7 covering implementation details), and in ""Next Steps"" implementing the cache wrapper function is listed first, with writing unit tests second.",28072
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response names at least two of the four verification steps: lint, typecheck, test, build","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output explicitly names ""lint"" (npm run lint), ""typecheck"" (npm run typecheck), and ""test"" (unit tests and integration tests) as verification steps, satisfying the requirement of at least two of the four.",28072
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response names all four verification steps — lint, typecheck, test, and build — either individually or as an explicit sequence","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output only mentions ""unit tests"" and ""manually test the middleware"" as verification steps; it does not name lint, typecheck, or build as verification steps.",11467
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response explicitly states the verification sequence runs AFTER the refactor is complete, not just at end of a larger project","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The response lists verification steps (steps 3 and 4 in the slices) that follow conversion, but step 3 says ""verify each step of the refactoring"" implying verification occurs during the refactor process, and nowhere does the response explicitly state that the full verification sequence runs after the refactor is complete as a distinct phase separate from a larger project.",11467
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response identifies the refactor as behavior-preserving and notes that existing tests should pass unchanged without modification","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output does not identify the refactor as behavior-preserving nor mention that existing tests should pass unchanged; it only says to ""run unit tests to ensure the middleware behaves as expected"" without asserting that pre-existing tests require no modification.",11467
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response does NOT propose deleting or rewriting existing tests — the existing test suite is the primary correctness signal for a refactor","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output never mentions deleting or rewriting tests; instead it explicitly includes ""Run unit tests to ensure the middleware behaves as expected"" as a verification step, treating the existing test suite as a correctness signal for the refactor.",11467
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response identifies at least 4 distinct implementation slices — e.g., upload endpoint, file validation, S3 storage, database persistence, thumbnail generation, authentication middleware","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output identifies 8 distinct implementation slices including file upload endpoint, image validation, image resizing (thumbnail generation), S3 upload, database update, authentication setup, error handling, and testing — well exceeding the minimum of 4 required slices.",15957
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response orders slices by dependency — storage and validation are mentioned before thumbnail generation; authentication before the endpoint is callable","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"S3 Upload (storage) is listed at position 5, after Image Resizing (thumbnail generation) at position 4 — the criterion requires storage to be mentioned before thumbnail generation, but the output reverses that order.",15957
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response mentions writing failing tests before implementing at least one slice, or references tests-first explicitly","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"Testing is listed as step 8, after all implementation steps, with no mention of writing failing tests first or any tests-first/TDD approach for any slice.",15957
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","slice-ordering","Response identifies at least one risk or unknown — e.g., S3 credentials setup, multipart parsing library, image processing library availability, or file size limit enforcement","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The response explicitly identifies S3 credentials/configuration as an unknown (""S3 bucket details (region, access keys)""), image processing library as an unknown (""What library or tool should be used for image resizing?""), and file size limits as an unknown under Error Handling — satisfying the criterion multiple times over.",15957
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does NOT immediately decompose into implementation slices — it recognizes this is an ambiguous bug report, not a well-scoped implementation task","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output is a webfetch tool call to retrieve the bug report URL, indicating the AI is gathering more information rather than immediately decomposing the ambiguous report into implementation slices.",3081
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response explicitly states at least one assumption about what 'payment processing bug' refers to — naming a failure mode, symptom, error message, or affected component","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output is a raw JSON tool call to fetch a URL and makes no explicit statement about any assumption regarding what 'payment processing bug' refers to — no failure mode, symptom, error message, or affected component is named.",3081
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response describes what investigation or clarification is needed first, before any code is written","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",false,"The output is a raw tool call (webfetch) with no accompanying text describing what investigation or clarification is needed before writing code.",3081
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","ambiguity-vs-complexity","Response does not write any code or propose a specific fix without first clarifying what the bug is","opencode/llama-qwen7b/qwen2.5-coder-7b","opencode","llama-qwen7b/qwen2.5-coder-7b",true,"The output only issues a web fetch to gather information about the bug and does not write any code or propose a specific fix.",3081
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response explicitly states that a failing test will be written before the cache implementation — using language like 'write a failing test first', 'start with the test', or 'test first'","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",false,"The output is a JSON tool call invoking a ""find-skills"" skill and contains no language about writing a failing test first, test-driven development, or any mention of cache implementation.",8496
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response identifies at least one specific test case to write before implementing — e.g., a cache hit should not call the database, or TTL eviction should return a fresh result after expiry","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",false,"The output is a tool invocation call for ""find-skills"" and contains no test cases, implementation plans, or any mention of cache hits, database calls, TTL eviction, or related scenarios.",8496
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response does NOT describe writing the implementation first and tests afterward","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",true,"The output is a JSON tool call invocation with no prose or methodology description of any kind, so it contains no mention of writing implementation before tests.",8496
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","tests-first-explicit","Response names at least two of the four verification steps: lint, typecheck, test, build","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",false,"The output is a JSON tool invocation calling ""find-skills"" and contains no mention of lint, typecheck, test, or build verification steps.",8496
"methodology-context-sensitivity","/Users/coston/code/executant/src/prompts/dev-approach.txt","verification-sequence","Response names all four verification steps — lint, typecheck, test, and build — either individually or as an explicit sequence","opencode/llama-qwen14b/qwen2.5-coder-14b","opencode","llama-qwen14b/qwen2.5-coder-14b",false,"The output only mentions ""running existing tests or adding new tests"" as verification; it does not name lint, typecheck, or build steps individually or as an explicit sequence.",23955
